text,is_toxic
Mahalleye rahatsızlık vermek değil midir bu davranışlar?,False
"Hata benim , insanları hayatımın en içine girmelerine izin verdiğim için , sınırlarım olmadığı için , her hataya olur diyip gectigim için , hata benim",False
Ben sana bunu yapar mıyım diyenlerin yapmadığı şey kalmadı.,False
Doguda yakılan şantiyeler öldürülen mühendisler işçiler için bir gün duyar kasmayan hdp li   Bölücüler havalimanı için duyar kasıyor   Alayınız hain alayınız şerefsiz siniz,True
Bu adam niye izlediği her şeyi aşırı beğeniyo,False
@USER vermeyin kardeşim sürekli konya'ya milli maç. bu tarz ahlaksızlığın yapıldığı illere en az 10 sene hiç milli maç verilmesin. lig takımlarına da -10 puan ceza verilsin. ayıptır. rezil ettiler bizi. rezil,True
Fatih Hoca gereken mesajı vermiştir,False
"@USER  #EmeklilikteYaşaTakılanlar  binlerce Twit atıyoruz nereye gidiyor,niye gündem olamıyor,akıllı ol Twitter cıvıtma....",False
Görüşünüze büyük saygı duyuyorum haklı da olabilirsiniz kendinizce ama müslüman bir insan ibadetini başkalarının tavırları yüzünden eksik etmemeli.,False
Bankalar yine kazanacak.   Bence bedelli kredileri içinde oranlar çoooooooooooooook düşük olmalı.,False
Koca meclis baskanina bak salincak çeviriyor 😆😆😆 yukselen ve buyuyen turkiye. Kiskanmasinlar ama bizi. Ulan ulkende bir tane bok temizleme makinası dahi uretilmezken şu haline bak bi ya.arap zihniyetinize sicayim. Hadi onlar mal a petrol var.sende ne var be mal,True
@USER Herhalde bi savci vardir ulkede hocam bi arastirma yapar,False
@USER @USER @USER @USER @USER Cümle fevkaladenin fevakeledesi sorospusay açı ile bakıldığında anlaşılamaz. 😂🤣😂😂🤣😂,True
"@USER Etkileşim için her şeyi yaparlar bunlar ,hayatları olmiş Twitter falan u bevan sjsjsjsjsj",False
@USER Güzel olup olmadığını zaman gösterecek. İnşallah güzel de olur...,False
"+ İslam Dinimiz Peki Ehlisünnet Nedir? İslam tek kapsayıcı değil midir? - Ehlisünnet vel Cemaat: Sünnet, Resulullah (sav) bildirdiği yoldur. Cemaat da Eshab-ı kiramdır. Yani İslam demek Ehlisünnet vel Cemaat demektir.",False
Şimdi canlı yayına soru soruyorum,False
@USER Afedersin alevi çünkü biz cem e bile çorapla gidiyoruz ghghgg,False
#20BinEkAtamaKpssSorunu    Çözüm 2017 Kpss ile 100 gün içinde ek atama.,False
Ne kapitalizm nede sosyalizm sadece sensizim.      #incenerede,False
"Medel'i stoper rotasyonunda kullanır hoca büyük ihtimal. 2 fesih olacak diyorlardı, Aras ve Roco olur bence.",False
Hocam böylesine yorum yapmak in yorum yapan insanlar oldukça bizim ileri doğru adım atmamız imkansız değil ama zor,False
9103 polis içinde benim de akrabam vardı   Eridiklerini gördüm   Hayat bitmişti onlar için      26Nisan KHKlıPolisler,False
Tam şu an bir dilek hakkım olsa sıcağı hissetmemeyi ve terlememeyi isterdim,False
Afrikalı ve arap fransa ikinci sınıf çakma fransayı yendi,True
-hafif bi rüzgar . sıcakta aslında . yani sıcak bi rüzgar var dışarda . .,False
"Gerçekten alçak gönüllü olan bir insan, kendisinden hiç söz etmeyen insandır. // Jean de La Bruyère",False
Çok saçma bir güne uyandım niye bu kadar mutlu ve huzurluyum anlamadım skfpsşföe,False
"Dün kız kardeşime ""Feyruzu nasıl bilmezsin? Nasıl İhl'lisin sen"" dedim. ""Bizimkiler hep k-pop dinliyor"" dedi. Durum epey kötü anlaşılan 😔 #prt",False
Ula bu sitede herkes karakterli ve mağdur edebiyatı yapıyor karaktersiz olanlar twitter kullanmıyor galiba,False
Ibrahim Kades Resmi okuyabilene aferin helâl olsun diyecem!.. Yönet 4y · Beğen Mesut Sarılar Mesut Sarılar KEM MALLLLL ABEMLE FATOŞUM 1 Yönet 4y · Beğen Mesut Sarılar Mesut Sarılar ARTIK ONA FATOŞ HOCA DİCEM 1,True
@USER Bir de mevcut akilla yaptiklarini du   düşünüp memnun olmadiğinda ...,False
#OrtÖğrtmHemsireileDEVAM 12 mayıs hemşireler günümüz kutlu olsun umarım ortaöğretim hemşirelere yapılan haksız alımlar son bulur ve atandığımız günü de kutlarız   #OrtÖğrtmHemsireileDEVAM   @USER   @USER,False
"@USER @USER Yapma ya Saadet partisi adayı, Dsp Adayı, Bağımsız adaylar adaydan sayılmıyor mu?",False
@USER Bir kere yapan defalarca yapar,False
Ooo pampa körler sağırlar saatleri gelmiş geçmiş ya tüh gene kaçırdık bak......,False
@USER Lanet anlaşılmayacak gibi değil ki DDBVSVZVS,False
"Cikar su baklayi agzindan, cik su HEYA kuburundan artik Ey Reis:   Zaman HEYAcilara ""Senin YASAn sana, benim YASAm bana"" deme zamanidir!!!",True
"@USER @USER işte yerli otomobil üretmek zor bir iş değil asıl zorluk kurduğun fabrikanın ürettiği aracı maliyetlerin üzerinde karlı bir şekilde her ay düzenli rakamlarda satabilmek, diğer markalarla rekabet edebilecek durumda olmaktır.",False
Kardeşim yurdun balkonlarını bi salın ya telefonda sevgili kavgası var diye ağız tadıyla bi çıkamıyoruz,False
"@USER Dua ile hiçbirşey çözülmez çünkü din uydurma.ölüm,hastalık vb çaresi  bilimdir bilim ile ölümsüzlük bulabilirsiniz",False
Anneğğ tamam hastaneye gidip iğne yaptırabilirsin yeter ki rahatça uyyim mk,True
"125cc, 10kmden sonra zincir sesi eksik olmayan motorda yine fiyat güncellenmiş 23bin tl olmuş el insaf @USER",False
Es selamu aleykum   Günümüz aydın ve bereketli olsun,False
Bütün gece bunun üstünde uykusuz kaldım neden neden neden diye sonuçlar sonuçsuz kelimeler kifayetsiz kaldı😭,False
@USER @USER Breaking bad izledikten sonra prison break e 8.4 ün çok olduğunu anlıyosun,False
Bu pasta elimizde patlayacak diye çok korkuyorum,False
Oyun oynarken bu taraftar için canını ortaya koymayan oyuncu sittir olup gitsin lan.,False
@USER Niye o hilelere sendemi karıştın saylan eski seçimlerle yaptız %100 hileyi,True
Sen gerizekali misin? Beni nasil azizci yaptin? Senin gibi parali kopekler icin her elestiren Azizci veya Aykutcu Ben Ali Koc icin kongre uyesi olmus bir adamim; gotun yerse gel ozelden. Ben bu adami destekledim Azize karsi gene desteklerim ama adam fossss kabul edicez hepimiz..,True
hürriyet arşivi ne zaman kapalı devre çıkıp kapsamlı olarak dönemin. Bütün gazeteleri ekleri tv dergileri görülür şekilde açılacak,False
Sadece birisini yakalasaydım. Yeterde artardı... Ama bir sonrakinde birlikteyiz... Bu kadar oyalanmak kafi...,False
Aramızda 3-5 dağın lafı mı olur bjdkdkdk,False
Ağırıma giden ne biliyor musunuz? HIRSIZ beni hırsızlıkla suçluyor!,True
@USER @USER Benim kini yalaya bilir  isin,True
Gece gece Kayseride yasadigim aklima geldi yine puuu,False
Dm den yürücem size de yolu kapamışsınız...,False
"Pazarcı esnafına binlerce liraya yer kiralayan belediyeler, kaldırımda tezgah açıp rekabete giriyor.   Şimdi o belediyeler pazarcı esnafından oy isteyecek !",True
Vallaha ablamın ataması sıkıntı olduğu için hepimize yemin verdirdi atama yoksa oy da yok artık diye. Hadi bu da benden söz olsun secim vaadiniz finalde Ademe en az 1000 oy atmak olsun bizden helalinden 6 oy size. Bir oy da bir oydur haydi bakalım 💪,False
malya proteinsiz #TemelBaşkanSTARda pekmez toprağı protesto dilenme,False
bi takla atın da görelim gerçekten aday yaptığınızı,True
@USER @USER Galatasaray’ın jimnastik kulübünü kanırtarak altına alıp Şampiyonlar Ligine gittiğini düşünüp düşünüp KUDUR agshsjsjsmddmfm,True
Nasıl da özlememişim hala hepinizden nefret ediyorum,False
Rell takılcak kimse yokmu herkes mi sanal olmuş burda,False
"@USER Ehlibeyt'i sevmek, hürmet etmek bütün müslümanların birinci görevidir. Ayrıcalıklı olanlar sadece onlardır. Kur'an'da onlar için ayetler vardır.   Alevilere düşman olmak, onları aşağılamak, kapılarına işaret koymak, işe almamak... Allah'tan korkun. Müslüman mısınız, değil misiniz?",False
@USER Dünyayı iyi insanlar ve iyilik kurtaracak,False
"Insan bazen kendini, yaptıklarını göremiyor. Hata da yapabiliyor. Ben de bazen saçma sapan davranabiliyorum. Bunun için eleştiriye açığım. Dediğim gibi dozunu aşmadığı müddetçe.",False
@USER @USER Abi Alper için kampanya başlatalım gönderelim,False
Hiçbir kız o kadar dar pantolon giymemiştir seni tebrik ediyorum boy,True
Chp Evrensel bir parti Herkese verecek Oyu var Vekili var Yeterki chpnin kriterine uygun olsun Tek kriter Turkiyeye hayirsiz olsun.,True
"depremi bizde olsaydi ne yapardin diye dusun. Isyerin, cocugunun okulu depreme dayanikli mi? Banka, alisveris merkezi, devlet daireleri? Toplanma alanlari? Cep telefonlari kilitlenirse iletisimi nasil saglayacagina dair planin? Vs.. vs...",False
Bir tanesi de çıkıp yalan yok öyle birşey desin ya hakem çıkıyor 4x4 maç yönetiyor bunlar bize kart gösterdi diye ağlanıyor bir takım bu kadar kayrılmaya nasıl alışabilir ya,False
"1- Her çocuk ateist doğar, ailesinin yönlendirmesi ile din seçer ya da seçmez. 2- Sanırım bu tarz müslimlerin hepsinde fantaĞzi çamaşır var (mahrem yerleri kapaklı😁) 3- Ve en önemlisi, dünyadaki son dindar öldüğünde dünya gerçekten yaşanılası bir yer olacak. Başkada sözüm yok ✌🏼",True
"Eğer bir hata olursa bil ki,hatalarındanda öperim",False
@USER Yapıkredi yalnız büyük maçlarındaki çekerdi ama Ziraat Bankası herhafta bir maç yayınlardı sinemalarda  Haftanın aktüalitesi diye,False
Ben sadığın numara yapmadığından bahsederken bunun ne alakası var şimdi?,False
tabikide korkmuyorum. Yastığı yüzümde tutmamın sebebi sadece yüzüm üşüdü ondan yani.,False
aman yaaaa ne olursa olsun,False
ne güzel olur yalaması yaaa,True
@USER Bir yerde okumuştum insanlar yirmili yaşlarda ölür yetmisli yaşlarda gömülür,False
😎Benim seni sikmem için asıl sen ne verirsin ki 🙄,True
Ne ben seni unutabildim ne bu gönlümü avuta bildim ne bu derdimi uyutabildim unutamam canım umutamam gülüm,False
gözlerine mil çekilmiş halklar yürürken tarihin patikalarında oğulları kıyılmış anaların isyanını yaktılar sokaklarında bir dilenci gördüm şehrin kolları bacakları kopmuş alınmış satılmış yağmalanmış hırsız bir yürek dolaşır karlı gecede sokak itlerinden aç,False
"@USER Kardeş oluyoruz,birileride bu kardeşliğe tiyatro diyor,fakat partilerinde,tiyatro çevirmeye çalışıyorlar.",False
yeni gördüm ama yine de sormak istiyorum.BAZEN Mİ BAZEN????????,False
Cahil kadın söylemidir : 'Ben bilmem beyim anlar',False
"@USER CBPrensipleri TarımaOnayVer       Sayın Cumhurbaşkanım, Taşra teşkilatında yetersiz personelden dolayı işlemler yavaş ilerliyor.Norm çalışması sonucu eksik personelin fazlalığı kesinleşmesine rağmen 29 aydır Tarıma atama yapılmıyor.#ziraatmühendislerineatama z",False
Ne zaman görsem şunu defalarca izliyom efsane ahajsmcm,False
Çevremdeki çoğu insan yaptıkları hataları kabullenmek istemiyorlar. Kafalarına vura vura hatalarını hatırlatmak istiyorum,False
"@USER Halk arasında zift olarak bilinir kendisi, asfalt yapımında kullanıyor.",False
@USER @USER @USER İşsizim çok bunalimdayim ne olur yardimci olun 900tl kira veriyorum ailevi problemler yaşıyorum çok bunalimdayim ne olur birileri sesimi duysun 40000 tl bankaya borcum var ödeyemiyorum intihar etmeyi düşünüyorum allah rizasi için yardımcı olun ne olur 02541463932,False
Yine çok güzel sin iz,False
Arada alkol olmalı. Ama sigara gerçekten çok fena bir bağımlılık.,False
yaşanılacak yersin ama insanlar geri gelmese,False
Mesele övmesi değil insan ürünü olup olması.,False
“Her gün bu kadar çalışsam kesin atanırım” diye diye sadece gün atlatıyorum 🙄😁,False
@USER He o olmasa fb battı gittiy di  hazır takımı bozup parası yoksa ne diye o kadar işe yaramaz futbolcu aldı hiç transfer yapmasa geçen yıl ki kadro ve bir kaç tane genç yerliyle devam etse herkez yer di kusura bakma kimse yemez,False
@USER Anlamadım o ne demek derim,False
Kimse benimle oynamıyor diye aglayan cocuk Sen büyü helebak ne oyunlar oynayacaklar seninle,False
Güzel olduğunu kimse söylemiyor sen mahkumunu kopek baglasan durmaz ye niteleyebilirsin ama ben sana o lüksü tanımıyorum benim eşimde o güzel olmayan yerde ama köpek bağlasan durmaz demek aşağılamaktır önce kullandığınız kelimenin anlamını öğrenin bence,False
@USER sadık bir arkadaş on bin akrabaya bedeldir euripides,False
"@USER @USER Bizim seçtikleriniz, hiç bir alanda bizim üstümüzde olmamalı.",False
@USER Suanda zehirleniyorlar bes sene sonra anladiklarinda cok gec olacak cehalet,False
@USER KÖTÜ NİYET DEĞİL YA SENİN TAKİP ETTİKLERİN ARASINDA ONU GÖRMEK KRİZ GEÇİRMEME SEBEP OLUYORDU EŞFMÖEMFÖWMFMWÖ,False
Pardon nasıl sarılıyorduk? İki elimizle boğazına mı yapışıyorduk? Dur ya bu cinayete giriyor.,False
küs uyuyamamak dünyanın en müthiş şeyi değil mi ya,False
Güven.. Her zaman sizi üzücek birileri olacaktır.Yapman gereken insanlara güvenmeye devam etmek ama kime iki kez güveniceğine daha fazla dikkat etmektir.,False
Ne güzel dua ; Rabbim nefesine kuvvet versin. 🙏🏻,False
"15'lik ergenler Trabzonspor adına ahkam kesiyor, plaket milaket diyor ula siz Miroslav Szymek'i bile izlememişiz nesilsiniz. Kaç yaşındasınız la siz ??",True
İyi bir şey olsa benzemez zaten 😁,False
1.yazılıları okul sonuna yapsaydık bari olmadı böyle,False
Bi film patlatıp yatim.Esaretin bedeli nasıl film arkiler izlenir mi,False
Sinan Gümüş her hafta GS 11’inde. Cocu da geldiğinde Sinan’ı beğendiğini söylemişti. Devre arası FB için çok iyi transfer olur!,False
"Rolling 1 R madrid maçı 2,5 üst Oran : 2,00 100 x 200 Herkese bol şans ıbahis",False
Koskoca Fenerbahçe spor kulübünün yöneticilerine bak ! Yazık herkes eseriyle gurur duysun @USER,False
💞Benim Tatlı Yalanım💞 Nejat 💗 Suna ıYalanım ı ıBekiroğlu 38,False
Az önce bi adam arabayla bana çarpıyordu durmuş özür diliyor ne özrü amca tekrar denemek ister misin,False
@USER Diyetteyim diye annem aynı gün içinde kek yaptı babam bir sütlü bir şerbetli tatlı aldı kasten YAPIYORLAR!,False
#UyumuyorumVeSebebi almanca sınavım var ama almanca sınavıma da çalışmıyorum öyle mal gibi duruyorum:/,True
"ı ' Alparslan da Mazlumsa şimdi eyvah yani ! Bende sandım arakan , myammar , türkistan ve daha nicesi için açıldı tag ! Bırakın şunun peşini yahu , yanlış olmasin pesindekilere diyoruz , hapiste kalsin bırakmayın.",False
Barca bu sezon bi bayern olmasada helal olsun büyük iş roma koçum sındırgılı,False
Güzel gündü ya öğrenciliğim hakkındaki goygoylardan okul dedikodularına ve ufak gururlanmalar filan. Öğrencilerinden ne kadar nefret ediyo olmuş olsamda hocalarımı da bi o kadar fazla seviyorum ♡,False
Kartal şubenizin nakliye-montaj birimi kadar rezil bir hizmet görmedim bugüne kadar. 3 gün içerisinde montaj yapılır denilen ürün 8 gündür bekliyor. 2 gün evde boşuna bekledim. Ve şu an 1 saattir telefona bakan yok. Aksiyon almanız ricasıyla,True
Suriyeliler konusunda devletimiz planlama yapmakta geç kaldığı için bugün bu tartışmalar bu denli sert geçiyor. Ülkemizin demografik yapısına ve ekonomisine etkisi olduğunu söylemek ırkçılık değildir. Kaldı ki bugün yeni parti kurmak isteyen malum zatlar da bu konudan mesul.,False
"aloooo akşamcılar sizin derdiniz ne peki yok falcao şu kadar maça bu kadar ,şuna bu kadar şerefsizler siz kimsinizki ? gidin fb nin gustavosunu da hesaplayın bakalım terbiyesizler",True
Bu parti her şeyi verdi bu günde varsın vermesin artık deyip çalışsanız ne olurdu.,False
@USER Olabilirdi evde bir tv. Olsaydı:),False
@USER @USER Anammmm yeter yeter gı ahh ahhh hey gidi günler yine bi kalmak lazım demiii 😂😂😂,False
@USER Tam cult olduk yemin ediyorum 😂,False
Kemal @USER bey oğlunuz siyasal islam doktorası yaptı diye bu partiyi bu çizgiye çekemezsiniz kusura bakmayın. Biz @USER gibi vekiller beklerken şaka gibi bir liste çıktı. Cumhurbaşkanlığı için @USER TAMAM ama milletvekilliği için geçmiş ola @USER!,False
Madem öyle o zaman seni dinleyelim hadi,False
Bu devirde herkes onu arıyor keşke olsada insanın canı isteyince direk yapsa 🤔,False
Her şey düzene girer ama uyku asla asla asla,False
"bu arada bay Ruhani komşularıyla iyi ilişkiler kurmak istediğini falan söylemiş   tabi komşular derken   yani İran'ın hükümetçikleriyle şey edilen yani e yönetilen komşlardan bahsediyor olmalı e bu çok duygu yüklü, anlamlı bir şey olmuş sanırım.   neyse biz kendi seçim şeyimize bakalım",True
Başkanımız Ali Koç ve yöneticilerimiz için mazbata töreni var ama biz işten çıkamıyoruz 😢😢😢,False
Çokcukkarım büyümüş torun torba sahibi olmuşum Eşimle tatilden dönerken araba kazası bir anda olsun mümkünse 😊,False
2⃣🇹🇷Sayın Cumhurbaşkanım; Adalet üzerine yaptığınız bir hitabınızda;       👉Bir ülkede halk bunalmış ellerini semaya açarak adalet çığlığı atar hale gelmişse oradaki yargı sisteminde bir sorun var demektir Hukukun üstünlüğüne büyük önem veriyoruz mesajı vermiştiniz      👉71.Çᴀğʀıᴍ,False
@USER Bu yükü kim yükledi?   Bu yükü yükleyen kişi hala takımın başındami?,False
"@USER Binlerce genç ziraat mühendisi bakanlıktan gelecek tek bir haberi bekliyor; atama sayısı ve tarihi. Bize fırsat verin, bizler de Türkiye'nin umudu olalım. MAYISTA 10BİN atama yapilsin #GTHB5BİN #ZiraatMüh5000 @USER",False
@USER @USER Yaw hala mı ön libero. Kardeşim tek ihtiyacımız olmayan mevki orası ve yine oraya transfer yapmaya çalışıyoruz.,False
@USER Yemin ediyoru ediyorum yaşlı hissettim,False
Bir kişi herhangi bir ortamda senin fotoğrafını senden habersiz çekemez. Kamusal alan ne acaba ? TCK aç oku.,False
"Hayatım boyunca hep ne yapacağımı hiç bilmediğim bir noktada durmuş etrafı izlemişim. Hiç yürümemişim, herkes geçip gitmiş öyle.",False
Yeni inşası yapılmış Resmi kurumların hepsinin Dış giydirmeleri inşaat teknik yapıları kontrol edilmeli hepsinin bağamsız denetim kurumları İle yapılmalı,False
Doğru cümleler kurun ayıp benim yanımda aa dkdkkd,False
@USER CHP kadar taş düşsün senin kafana arkadaş ne partiymiş yıllardır hazmedemediniz.,True
Bana cevap vermeyip trip atan arkadaşıma Selamun Aleykum yazdım. Hadi bakam yazmayan kafirdir 😀,False
Annem her ne kadar eskilerin kadını olsada abilerimin her ilişkisine saygı duyması ve kız çocuğuna sahip olduğu için empati kurması olayına 100 puan 🥳 Senin çağdaş kafanı yerim 🥰,False
"İdrar değildir o,idrar olsa içemezsin. AQ salakları...",True
@USER espri yapıp gidecektim devam şakalrı ettiren sensin 😏😏 günaydın diyip gidiyom asds,False
Spyros burda aynı Cumali ye benziyo ajshhaaj,False
V live açın yatalım be kaç saattir uyumuyoruz biz,False
@USER Bahçeli bi bas git hele ...   Milletin tamamı cahil gibi saçmalayıp durduğun yeter artık...,True
İstanbul uçağı 1 saat sonra kalkıyor.,False
@USER İnşallah bizlerin bu yoğun ilgisi sizi sıkmıyordur☺,False
Egitimde kalite için DİPLOMAYA DAYALI ALAN DEĞİŞİKLİĞİ yapılmalıdır sayın bakanım @USER . Lütfen artık bunun bir hak olduğu anlaşılsın. Kısıtlı normlarla yapılan alan degisikligini yapamayan öğretmenler mağdur ve düsünceli. Bu belirsizlige bir çözüm getirmenizi bekliyoruz.,False
"Allah sizi ıslah etsin. İslamiyeti ,Avrupa orta çağı kilisesi zihniyetinizden kurtarsın. Tekrar söylüyorum İslamiyete en büyük zarar siz ve zihniyetinizdir.",True
%99 kullansa sevecek misin :) Peki hangi oranda Plam yağı kullananı seviyorsun :),False
-6 kere silip yeniden yüklediğimiz oyun nedir ?   -League of legends   -Bildiniz,False
Güzel gözlüm nar tanem al canım senin olsun. Beni öyle çok sev ki herkesin aklı dursun. Bülbül senden öğrensin gülü mutlu etmeyi. Hasret ateşi sönsün leyla Mecnun aşk aşk görsün Muazzez Ersoy,False
Kimse Kimseyi Bilmezde Herkes Herkesi Anlatır! !,False
"Türkçe düşünür,Türkçe konuşur, Türk'e ihanet eden tek insandır Erkan Tan.",True
"@USER Şeytan önce kendi varlığını inkar ettirdiği gibi Ergenekon da kendini önce teşhir ettirdi, sonra varlığını inkar ettirdi velakin tüm melanetlerini aşikare çıra ediyor ve ettiriyor.",False
Haa evet onu yazmayı unutmuşum,False
Neden kendinizi yıpratıyorsunuz?işinizle gücünüzle ilgilenin...bu işi ehillerine bırakın..😂sizden istenen tek şey dua dua dua..hayatınıza kaldıgınız yerden sabırlı şekilde devam edin...,False
Enerji enerji birazda sinerji dışarda hayat var biraz eğlence lazım. Yeter nerden duydum seniii nerdeenn,False
"Sosyal Yardımlaşma ve Dayanışma Vakıf çalışanları beklemekten usandı  artık  ""SYDVçalışanının MeşruTalebi"" ne artık kulak verin, KAMU İŞCİSİ  olmayı hak eden biz çalışanlar düzenleme beklemekteyiz Sayın @USER  @USER @USER",False
@USER Siz ayrısınız olum onlar user siz arkadaşımsınız,False
